id,clean_en,noisy_en,noise_type,corrected_en
lu_1164,denouement,d5|e;t,ueb_g2_decode,d5|e;t
lu_1165,denounce,d5|nce,ueb_g2_decode,d5|nce
lu_1166,derail,d}ail,ueb_g2_decode,d}ail
lu_1167,deregister,d}egi/},ueb_g2_decode,d}egi/}
lu_1168,derivable,d}ivable,ueb_g2_decode,d}ivable
lu_1169,derogatory,d}ogatory,ueb_g2_decode,d}ogatory
lu_1170,edacious,$aci|s,ueb_g2_decode,$aci|s
lu_1171,edict,$ict,ueb_g2_decode,$ict
lu_1172,edition,$i;n,ueb_g2_decode,$i;n
lu_1173,educe,$uce,ueb_g2_decode,$uce
lu_1174,effaceable,e6ac1ble,ueb_g2_decode,e6ac1ble
lu_1175,effect,e6ect,ueb_g2_decode,e6ect
lu_1176,enormous,5orm|s,ueb_g2_decode,5orm|s
lu_1177,enounce,5|nce,ueb_g2_decode,5|nce
lu_1178,enumerate,5um}ate,ueb_g2_decode,5um}ate
lu_1179,erase,}ase,ueb_g2_decode,}ase
lu_1180,erosion,}o.n,ueb_g2_decode,}o.n
lu_1181,froward,fr{>d,ueb_g2_decode,fr{>d
lu_1182,irredentist,irr$5ti/,ueb_g2_decode,irr$5ti/
lu_1183,malediction,mal$ic;n,ueb_g2_decode,mal$ic;n
lu_1184,mistake,mi/ake,ueb_g2_decode,mi/ake
lu_1185,mistrust,mi/ru/,ueb_g2_decode,mi/ru/
lu_1186,multinomial,mult9omial,ueb_g2_decode,mult9omial
lu_1187,pandemonium,p&emonium,ueb_g2_decode,p&emonium
lu_1188,perinatal,p}9atal,ueb_g2_decode,p}9atal
lu_1189,predate,pr$ate,ueb_g2_decode,pr$ate
lu_1190,predecease,pr$ec1se,ueb_g2_decode,pr$ec1se
lu_1191,predecessor,pr$ecessor,ueb_g2_decode,pr$ecessor
lu_1192,predestine,pr$e/9e,ueb_g2_decode,pr$e/9e
lu_1193,predicament,pr$ica;t,ueb_g2_decode,pr$ica;t
lu_1194,prediction,pr$ic;n,ueb_g2_decode,pr$ic;n
lu_1195,predominate,pr$om9ate,ueb_g2_decode,pr$om9ate
lu_1196,prerequisite,pr}equisite,ueb_g2_decode,pr}equisite
lu_1197,prerogative,pr}ogative,ueb_g2_decode,pr}ogative
lu_1198,profanity,pr(an;y,ueb_g2_decode,pr(an;y
lu_1199,professor,pr(essor,ueb_g2_decode,pr(essor
lu_1200,profile,pr(ile,ueb_g2_decode,pr(ile
lu_1201,profoundly,pr(.dly,ueb_g2_decode,pr(.dly
lu_1202,profusion,pr(u.n,ueb_g2_decode,pr(u.n
lu_1203,redact,r$act,ueb_g2_decode,r$act
lu_1204,rededicate,r$$icate,ueb_g2_decode,r$$icate
lu_1205,redeemable,r$eemable,ueb_g2_decode,r$eemable
lu_1206,redouble,r$|ble,ueb_g2_decode,r$|ble
lu_1207,renege,r5ege,ueb_g2_decode,r5ege
lu_1208,renegotiate,r5egotiate,ueb_g2_decode,r5egotiate
lu_1209,renewable,r5ewable,ueb_g2_decode,r5ewable
lu_1210,renumber,r5umb},ueb_g2_decode,r5umb}
lu_1211,reread,r}1d,ueb_g2_decode,r}1d
lu_1212,sedate,s$ate,ueb_g2_decode,s$ate
lu_1213,Vandyke,V&yke,ueb_g2_decode,V&yke
lu_1214,aerofoil,a}ofoil,ueb_g2_decode,a}ofoil
lu_1215,antitype,antitype,ueb_g2_decode,antitype
lu_1216,biofeedback,biofe$back,ueb_g2_decode,biofe$back
lu_1217,centimeter,c5timet},ueb_g2_decode,c5timet}
lu_1218,cofounder,cof.d},ueb_g2_decode,cof.d}
lu_1219,disulphide,disulphide,ueb_g2_decode,disulphide
lu_1220,filofax,filofax,ueb_g2_decode,filofax
lu_1221,gasometer,gasomet},ueb_g2_decode,gasomet}
lu_1222,inessential,9ess5tial,ueb_g2_decode,9ess5tial
lu_1223,infrared,9frar$,ueb_g2_decode,9frar$
lu_1224,kilowatt,kilowatt,ueb_g2_decode,kilowatt
lu_1225,microfilm,microfilm,ueb_g2_decode,microfilm
lu_1226,prounion,prounion,ueb_g2_decode,prounion
lu_1227,retroflex,retroflex,ueb_g2_decode,retroflex
lu_1228,riboflavin,riboflav9,ueb_g2_decode,riboflav9
lu_1229,styrofoam,/yrofoam,ueb_g2_decode,/yrofoam
lu_1230,subbasement,subbase;t,ueb_g2_decode,subbase;t
lu_1231,unamended,unam5d$,ueb_g2_decode,unam5d$
lu_1232,underived,und}iv$,ueb_g2_decode,und}iv$
lu_1233,anteater,ant1t},ueb_g2_decode,ant1t}
lu_1234,contradistinction,3tradi/9c;n,ueb_g2_decode,3tradi/9c;n
lu_1235,disease,41se,ueb_g2_decode,41se
lu_1236,extramental,extra;tal,ueb_g2_decode,extra;tal
lu_1237,heartsease,he>ts1se,ueb_g2_decode,he>ts1se
lu_1238,incongruity,9c;gru;y,ueb_g2_decode,9c;gru;y
lu_1239,incongruous,9c;gru|s,ueb_g2_decode,9c;gru|s
lu_1240,indistinct,9di/9ct,ueb_g2_decode,9di/9ct
lu_1241,indistinguishable,9di/+ui%able,ueb_g2_decode,9di/+ui%able
lu_1242,motheaten,mo?1t5,ueb_g2_decode,mo?1t5
lu_1243,northeast,nor?1/,ueb_g2_decode,nor?1/
lu_1244,redistribution,r$i/ribu;n,ueb_g2_decode,r$i/ribu;n
lu_1245,speakeasy,sp1k1sy,ueb_g2_decode,sp1k1sy
lu_1246,spreadeagle,spr1d1gle,ueb_g2_decode,spr1d1gle
lu_1247,uncongenial,unc;g5ial,ueb_g2_decode,unc;g5ial
lu_1248,undisturbed,undi/urb$,ueb_g2_decode,undi/urb$
lu_1249,unfulfilled,un;lfill$,ueb_g2_decode,un;lfill$
lu_1250,unlessoned,un.son$,ueb_g2_decode,un.son$
lu_1251,disingenuous,49g5u|s,ueb_g2_decode,49g5u|s
lu_1252,electroencephalogram,electro5cephalogram,ueb_g2_decode,electro5cephalogram
lu_1253,acreage,acr1ge,ueb_g2_decode,acr1ge
lu_1254,agreeable,agre1ble,ueb_g2_decode,agre1ble
lu_1255,arboreal,>bor1l,ueb_g2_decode,>bor1l
lu_1256,baroness,b>o;s,ueb_g2_decode,b>o;s
lu_1257,boredom,bor$om,ueb_g2_decode,bor$om
lu_1258,Brigham,Bri<am,ueb_g2_decode,Bri<am
lu_1259,changeability,*ang1bil;y,ueb_g2_decode,*ang1bil;y
lu_1260,chargeable,*>g1ble,ueb_g2_decode,*>g1ble
lu_1261,Chatham,",*a?am",ueb_g2_decode,",*a?am"
lu_1262,delineate,del91te,ueb_g2_decode,del91te
lu_1263,dukedom,duk$om,ueb_g2_decode,duk$om
lu_1264,effaceable,e6ac1ble,ueb_g2_decode,e6ac1ble
lu_1265,European,Europ1n,ueb_g2_decode,Europ1n
lu_1266,finery,f9}y,ueb_g2_decode,f9}y
lu_1267,foreseeably,=ese1bly,ueb_g2_decode,=ese1bly
lu_1268,freedom,fre$om,ueb_g2_decode,fre$om
lu_1269,genealogy,g51logy,ueb_g2_decode,g51logy
lu_1270,governess,gov};s,ueb_g2_decode,gov};s
lu_1271,Higham,Hi<am,ueb_g2_decode,Hi<am
lu_1272,imagery,imag}y,ueb_g2_decode,imag}y
lu_1273,laureate,laur1te,ueb_g2_decode,laur1te
lu_1274,likeable,lik1ble,ueb_g2_decode,lik1ble
lu_1275,lineage,l91ge,ueb_g2_decode,l91ge
lu_1276,lineal,l91l,ueb_g2_decode,l91l
lu_1277,lioness,lio;s,ueb_g2_decode,lio;s
lu_1278,midwifery,midwif}y,ueb_g2_decode,midwif}y
lu_1279,mileage,mil1ge,ueb_g2_decode,mil1ge
lu_1280,noticeable,notic1ble,ueb_g2_decode,notic1ble
lu_1281,oleaginous,ol1g9|s,ueb_g2_decode,ol1g9|s
lu_1282,orangery,orang}y,ueb_g2_decode,orang}y
lu_1283,peaceable,p1c1ble,ueb_g2_decode,p1c1ble
lu_1284,permeable,p}m1ble,ueb_g2_decode,p}m1ble
lu_1285,permeate,p}m1te,ueb_g2_decode,p}m1te
lu_1286,popedom,pop$om,ueb_g2_decode,pop$om
lu_1287,rateable,rat1ble,ueb_g2_decode,rat1ble
lu_1288,savagery,savag}y,ueb_g2_decode,savag}y
lu_1289,venereal,v5}1l,ueb_g2_decode,v5}1l
lu_1290,biscuity,biscuity,ueb_g2_decode,biscuity
lu_1291,chieftainess,*iefta9ess,ueb_g2_decode,*iefta9ess
lu_1292,Chisholm,",*isholm",ueb_g2_decode,",*isholm"
lu_1293,citizeness,citiz5ess,ueb_g2_decode,citiz5ess
lu_1294,fruity,fruity,ueb_g2_decode,fruity
lu_1295,orangeade,orangeade,ueb_g2_decode,orangeade
lu_1296,rabbity,ra2ity,ueb_g2_decode,ra2ity
lu_1297,twofold,twofold,ueb_g2_decode,twofold
lu_1298,areaway,>1way,ueb_g2_decode,>1way
lu_1299,ebbing,e2+,ueb_g2_decode,e2+
lu_1300,eggplant,e7plant,ueb_g2_decode,e7plant
lu_1301,ideas,id1s,ueb_g2_decode,id1s
lu_1302,seaman,s1man,ueb_g2_decode,s1man
lu_1303,seashore,s1%ore,ueb_g2_decode,s1%ore
lu_1304,stiffly,/i6ly,ueb_g2_decode,/i6ly
lu_1305,teatime,"t1""t",ueb_g2_decode,"t1""t"
lu_1306,aerial,a}ial,ueb_g2_decode,a}ial
lu_1307,aerobic,a}obic,ueb_g2_decode,a}obic
lu_1308,Baedeker,Ba$ek},ueb_g2_decode,Ba$ek}
lu_1309,Betws-y-Coed,Betws-;y-Co$,ueb_g2_decode,Betws-;y-Co$
lu_1310,Blaenau Ffestiniog,Bla5au Ffe/9iog,ueb_g2_decode,Bla5au Ffe/9iog
lu_1311,Caernarvon,Ca}n>von,ueb_g2_decode,Ca}n>von
lu_1312,Daedalus,Da$alus,ueb_g2_decode,Da$alus
lu_1313,diaeresis,dia}esis,ueb_g2_decode,dia}esis
lu_1314,encyclopaedia,5cyclopa$ia,ueb_g2_decode,5cyclopa$ia
lu_1315,faerie,fa}ie,ueb_g2_decode,fa}ie
lu_1316,Goering,Go}+,ueb_g2_decode,Go}+
lu_1317,Gruenfeld,Gru5feld,ueb_g2_decode,Gru5feld
lu_1318,Judaean,Juda1n,ueb_g2_decode,Juda1n
lu_1319,Liliaceae,Liliac1e,ueb_g2_decode,Liliac1e
lu_1320,maenad,ma5ad,ueb_g2_decode,ma5ad
lu_1321,Oedipus,O$ipus,ueb_g2_decode,O$ipus
lu_1322,orthopaedic,or?opa$ic,ueb_g2_decode,or?opa$ic
lu_1323,paean,pa1n,ueb_g2_decode,pa1n
lu_1324,phoenix,pho5ix,ueb_g2_decode,pho5ix
lu_1325,Schoenberg,S*o5b}g,ueb_g2_decode,S*o5b}g
lu_1326,subpoena,subpo5a,ueb_g2_decode,subpo5a
lu_1327,færie,fa~6erie,ueb_g2_decode,fa~6erie
lu_1328,W2N 6CH,"W2N 6,Ch",ueb_g2_decode,"W2N 6,Ch"
lu_1329,S. Da.,;S4 Da4,ueb_g2_decode,;S4 Da4
lu_1330,Xft.,Xft4,ueb_g2_decode,Xft4
lu_1331,G.B.S.,G4B4S4,ueb_g2_decode,G4B4S4
lu_1332,V & A,;V `& A,ueb_g2_decode,;V `& A
lu_1333,p. 15,;p4 15,ueb_g2_decode,;p4 15
lu_1334,c 1600,;c 1600,ueb_g2_decode,;c 1600
lu_1335,3 N m,3 ;N ;m,ueb_g2_decode,3 ;N ;m
lu_1336,Macbeth V i 8 or V.i.8,Macbe? ;V i 8 or V4i48,ueb_g2_decode,Macbe? ;V i 8 or V4i48
lu_1337,U. of K.,;U4 ( ;K4,ueb_g2_decode,;U4 ( ;K4
lu_1338,FORTRAN,",,=tran",ueb_g2_decode,",,=tran"
lu_1339,prof,pr(,ueb_g2_decode,pr(
lu_1340,ch. 7,ch4 7,ueb_g2_decode,ch4 7
lu_1341,ch.7,*47,ueb_g2_decode,*47
lu_1342,par3,p>3,ueb_g2_decode,p>3
lu_1343,4-Hers,4-H}s,ueb_g2_decode,4-H}s
lu_1344,qwerty,qw}ty,ueb_g2_decode,qw}ty
lu_1345,radar,rad>,ueb_g2_decode,rad>
lu_1346,Ariz,",>iz",ueb_g2_decode,",>iz"
lu_1347,CHUM Radio,",,*um Radio",ueb_g2_decode,",,*um Radio"
lu_1348,START,",,/>t",ueb_g2_decode,",,/>t"
lu_1349,Sh$40,",%`s40",ueb_g2_decode,",%`s40"
lu_1350,1 in.,1 in4,ueb_g2_decode,1 in4
lu_1351,9-in dia.,9-9 dia4,ueb_g2_decode,9-9 dia4
lu_1352,Belg.,Belg4,ueb_g2_decode,Belg4
lu_1353,cont.,3t4,ueb_g2_decode,3t4
lu_1354,Dist.,",4t4",ueb_g2_decode,",4t4"
lu_1355,nem. con.,nem4 con4,ueb_g2_decode,nem4 con4
lu_1356,ASEAN,",As1n",ueb_g2_decode,",As1n"
lu_1357,SEATO,",S1to",ueb_g2_decode,",S1to"
lu_1358,7 ins,7 9s,ueb_g2_decode,7 9s
lu_1359,7ins,7;ins,ueb_g2_decode,7;ins
lu_1360,Inc.,",9c4",ueb_g2_decode,",9c4"
lu_1361,Gov. Gen.,Gov4 G54,ueb_g2_decode,Gov4 G54
lu_1362,Minn.,M9n4,ueb_g2_decode,M9n4
lu_1363,MiniPC,"M9i,Pc",ueb_g2_decode,"M9i,Pc"
lu_1364,INXS,",,9xs",ueb_g2_decode,",,9xs"
lu_1365,1-800-INFO,"1-800-,,9fo",ueb_g2_decode,"1-800-,,9fo"
lu_1366,3 yrs 6 mths,3 ;yrs 6 m?s,ueb_g2_decode,3 ;yrs 6 m?s
lu_1367,braille_it_better@learn.org,braille.-it.-bett}`ale>n4org,ueb_g2_decode,braille.-it.-bett}`ale>n4org
lu_1368,children-do-great@teach.net,*n-d-gr1t`at1*4net,ueb_g2_decode,*n-d-gr1t`at1*4net
lu_1369,world@large.com,_w`al>ge4com,ueb_g2_decode,_w`al>ge4com
lu_1370,www.rubberchicken.com/menus,www4ru2}*ick54com_/m5us,ueb_g2_decode,www4ru2}*ick54com_/m5us
lu_1371,www.one.in.a.hundred.org,"www4""o494a4hundr$4org",ueb_g2_decode,"www4""o494a4hundr$4org"
lu_1372,c:\\contractions\\wordsigns.doc,c3_*contrac;ns_*~wsigns4doc,ueb_g2_decode,c3_*contrac;ns_*~wsigns4doc
lu_1373,c:\\InfoForSteven\\PhoneNumbers.xls,"c3_*,9fo,=,/ev5_*Ph""oNumb}s4xls",ueb_g2_decode,"c3_*,9fo,=,/ev5_*Ph""oNumb}s4xls"
lu_1374,c:\\ideas\\child-of-the-sea.doc,c3_*id1s_**ild-(-!-sea4doc,ueb_g2_decode,c3_*id1s_**ild-(-!-sea4doc
lu_1375,c:\\poem ideas\\my child's smile.doc,c3_*poem id1s_*my *'s smile4doc,ueb_g2_decode,c3_*poem id1s_*my *'s smile4doc
lu_1376,coulda,cda,ueb_g2_decode,cda
lu_1377,mebbe,me2e,ueb_g2_decode,me2e
lu_1378,pinny,p9ny,ueb_g2_decode,p9ny
lu_1379,depity,dep;y,ueb_g2_decode,dep;y
lu_1380,your,yr,ueb_g2_decode,yr
lu_1381,wher,:},ueb_g2_decode,:}
lu_1382,somers,som}s,ueb_g2_decode,som}s
lu_1383,theirselves,_!selves,ueb_g2_decode,_!selves
lu_1384,dint,d9t,ueb_g2_decode,d9t
lu_1385,bofe,b(e,ueb_g2_decode,b(e
lu_1386,'stracted,'/ract$,ueb_g2_decode,'/ract$
lu_1387,fayther,fay!r,ueb_g2_decode,fay!r
lu_1388,distruction,4truc;n,ueb_g2_decode,4truc;n
lu_1389,musta,m/a,ueb_g2_decode,m/a
lu_1390,goodun,gdun,ueb_g2_decode,gdun
lu_1391,lyedee,ly$ee,ueb_g2_decode,ly$ee
lu_1392,com'ere,com'}e,ueb_g2_decode,com'}e
lu_1393,say pl...,say pl444,ueb_g2_decode,say pl444
lu_1394,Tell me wh-.,Tell me wh-4,ueb_g2_decode,Tell me wh-4
lu_1395,-tion,-tion,ueb_g2_decode,-tion
lu_1396,-ccio,-ccio,ueb_g2_decode,-ccio
lu_1397,-ing,-9g,ueb_g2_decode,-9g
lu_1398,-ount,-|nt,ueb_g2_decode,-|nt
lu_1399,-est,-e/,ueb_g2_decode,-e/
lu_1400,Bighorn,Bighorn,ueb_g2_decode,Bighorn
lu_1401,chemotherapy,*emo!rapy,ueb_g2_decode,*emo!rapy
lu_1402,Hades,Hades,ueb_g2_decode,Hades
lu_1403,Hermione,H}mione,ueb_g2_decode,H}mione
lu_1404,Mortimer,Mortim},ueb_g2_decode,Mortim}
lu_1405,Newhaven,Newhav5,ueb_g2_decode,Newhav5
lu_1406,Stalingrad,",/al9grad",ueb_g2_decode,",/al9grad"
lu_1407,Vietnamese,Vietnamese,ueb_g2_decode,Vietnamese
lu_1408,Berea,",2rea",ueb_g2_decode,",2rea"
lu_1409,Ione,"I""o",ueb_g2_decode,"I""o"
lu_1410,Simone,"Sim""o",ueb_g2_decode,"Sim""o"
lu_1411,Townshend,T{nsh5d,ueb_g2_decode,T{nsh5d
lu_1412,Twillingate,Twill+ate,ueb_g2_decode,Twill+ate
lu_1413,thecond thentury,!cond !ntury,ueb_g2_decode,!cond !ntury
lu_1414,thenotaph,!notaph,ueb_g2_decode,!notaph
lu_1415,thuthpenthe,?u?p5!,ueb_g2_decode,?u?p5!
lu_1416,verY,v}Y,ueb_g2_decode,v}Y
lu_1417,you'll,y'll,ueb_g2_decode,y'll
lu_1418,go'n,go'n,ueb_g2_decode,go'n
lu_1419,child(ish),"*ild""<i%"">",ueb_g2_decode,"*ild""<i%"">"
lu_1420,this'll,?'ll,ueb_g2_decode,?'ll
lu_1421,out'a,|t'a,ueb_g2_decode,|t'a
lu_1422,grandEST,"gr&,E/",ueb_g2_decode,"gr&,E/"
lu_1423,with(er),")""<}"">",ueb_g2_decode,")""<}"">"
lu_1424,THIRSTy,",,?ir/,'y",ueb_g2_decode,",,?ir/,'y"
lu_1425,ni(gh)t,"ni""<<"">t",ueb_g2_decode,"ni""<<"">t"
lu_1426,thou're,?|'re,ueb_g2_decode,?|'re
lu_1427,wer(e),"w}""<e"">",ueb_g2_decode,"w}""<e"">"
lu_1428,his'n,his'n,ueb_g2_decode,his'n
lu_1429,in't,9't,ueb_g2_decode,9't
lu_1430,(be)long,"""<be"">l;g",ueb_g2_decode,"""<be"">l;g"
lu_1431,O'Connor,O'Connor,ueb_g2_decode,O'Connor
lu_1432,CliffEdge,"Cliff,$ge",ueb_g2_decode,"Cliff,$ge"
lu_1433,dragg(ing),"dragg""<+"">",ueb_g2_decode,"dragg""<+"">"
lu_1434,rubb'd,rubb'd,ueb_g2_decode,rubb'd
lu_1435,NorthEast,Nor?Ea/,ueb_g2_decode,Nor?Ea/
lu_1436,there(upon),"""!""<~u"">",ueb_g2_decode,"""!""<~u"">"
lu_1437,HANDsome,",H&,'""s",ueb_g2_decode,",H&,'""s"
lu_1438,WordPerfect,",~wP}fect",ueb_g2_decode,",~wP}fect"
lu_1439,count(less),"c.t""<less"">",ueb_g2_decode,"c.t""<less"">"
lu_1440,CarLess,C>Less,ueb_g2_decode,C>Less
lu_1441,grey'ound,grey'|nd,ueb_g2_decode,grey'|nd
lu_1442,J----y,;J----;y,ueb_g2_decode,;J----;y
lu_1443,n...ce,n444ce,ueb_g2_decode,n444ce
lu_1444,fr...nd,fr444nd,ueb_g2_decode,fr444nd
lu_1445,w...ghed,w444<$,ueb_g2_decode,w444<$
lu_1446,we-e-ellll,we-;e-ellll,ueb_g2_decode,we-;e-ellll
lu_1447,a-a-ah—ch-o-o-oh,"a-a-ah,-ch-o-o-oh",ueb_g2_decode,"a-a-ah,-ch-o-o-oh"
lu_1448,mmm-more,mmm-m,ueb_g2_decode,mmm-m
lu_1449,shhhh,%hhh,ueb_g2_decode,%hhh
lu_1450,errrr,}rrr,ueb_g2_decode,}rrr
lu_1451,pfft,p6t,ueb_g2_decode,p6t
lu_1452,doodle-e-do,doodle-;e-d,ueb_g2_decode,doodle-;e-d
lu_1453,the-e-enk,!-;e-5k,ueb_g2_decode,!-;e-5k
lu_1454,so-o-o-o,s-o-o-o,ueb_g2_decode,s-o-o-o
lu_1455,aaarrrggghh,aa>rr7<h,ueb_g2_decode,aa>rr7<h
lu_1456,br-r-r,br-;r-;r,ueb_g2_decode,br-;r-;r
lu_1457,cooooountry,coooo.try,ueb_g2_decode,coooo.try
lu_1458,ggggood,g7good,ueb_g2_decode,g7good
lu_1459,loooong,looo;g,ueb_g2_decode,looo;g
lu_1460,sisterrr,si/}rr,ueb_g2_decode,si/}rr
lu_1461,d-d-day,";d-;d-""d",ueb_g2_decode,";d-;d-""d"
lu_1462,ch-child,ch-*,ueb_g2_decode,ch-*
lu_1463,y-y-you,;y-;y-y,ueb_g2_decode,;y-;y-y
lu_1464,b...but,b444but,ueb_g2_decode,b444but
lu_1465,c-c-c-conceive,;c-;c-;c-3cv,ueb_g2_decode,;c-;c-;c-3cv
lu_1466,st-st-stay,st-st-/ay,ueb_g2_decode,st-st-/ay
lu_1467,s-s-stutter,;s-;s-/utt},ueb_g2_decode,;s-;s-/utt}
lu_1468,g-good,;g-gd,ueb_g2_decode,;g-gd
lu_1469,qu-quick,qu-qk,ueb_g2_decode,qu-qk
lu_1470,m-m-m-mine,;m-;m-;m-m9e,ueb_g2_decode,;m-;m-;m-m9e
lu_1471,wh-where,"wh-"":",ueb_g2_decode,"wh-"":"
lu_1472,f-f-father,";f-;f-""f",ueb_g2_decode,";f-;f-""f"
lu_1473,th-the,th-!,ueb_g2_decode,th-!
lu_1474,de-ce-ce-cease,de-ce-ce-c1se,ueb_g2_decode,de-ce-ce-c1se
lu_1475,th-these,th-~!,ueb_g2_decode,th-~!
lu_1476,g-ghost,;g-<o/,ueb_g2_decode,;g-<o/
lu_1477,gr-ground,gr-gr.d,ueb_g2_decode,gr-gr.d
lu_1478,lea-leave,lea-l1ve,ueb_g2_decode,lea-l1ve
lu_1479,m-must,;m-m/,ueb_g2_decode,;m-m/
lu_1480,w-what,;w-:at,ueb_g2_decode,;w-:at
lu_1481,c-can't,;c-c't,ueb_g2_decode,;c-c't
lu_1482,w-was,;w-was,ueb_g2_decode,;w-was
lu_1483,ch-ch-children,ch-ch-*n,ueb_g2_decode,ch-ch-*n
lu_1484,th-themselves,th-!mvs,ueb_g2_decode,th-!mvs
lu_1485,b-b-below,;b-;b-2l,ueb_g2_decode,;b-;b-2l
lu_1486,some-one,"""s-""o",ueb_g2_decode,"""s-""o"
lu_1487,en-chant-ment,en-*ant-m5t,ueb_g2_decode,en-*ant-m5t
lu_1488,in-fea-si-ble,9-fea-si-ble,ueb_g2_decode,9-fea-si-ble
lu_1489,child-ish-ly,*-i%-ly,ueb_g2_decode,*-i%-ly
lu_1490,dis-in-ter-est,dis-9-t}-e/,ueb_g2_decode,dis-9-t}-e/
lu_1491,friend-li-ness,fr-li-ness,ueb_g2_decode,fr-li-ness
lu_1492,for-get-ting,=-get-t+,ueb_g2_decode,=-get-t+
lu_1493,bless-ed,b.s-$,ueb_g2_decode,b.s-$
lu_1494,out-side,|-side,ueb_g2_decode,|-side
lu_1495,be-low,be-l{,ueb_g2_decode,be-l{
lu_1496,his-tory,his-tory,ueb_g2_decode,his-tory
lu_1497,nightin-gale,ni<t9-gale,ueb_g2_decode,ni<t9-gale
lu_1498,pro-found.),"pro-f.d4"">",ueb_g2_decode,"pro-f.d4"">"
lu_1499,ahimsa,ahimsa,ueb_g2_decode,ahimsa
lu_1500,braillist,brailli/,ueb_g2_decode,brailli/
lu_1501,declaration,decl>a;n,ueb_g2_decode,decl>a;n
lu_1502,drafter,draft},ueb_g2_decode,draft}
lu_1503,lacrosse,lacrosse,ueb_g2_decode,lacrosse
lu_1504,marabout,m>ab|t,ueb_g2_decode,m>ab|t
lu_1505,mustache,mu/a*e,ueb_g2_decode,mu/a*e
lu_1506,mustang,mu/ang,ueb_g2_decode,mu/ang
lu_1507,muster,mu/},ueb_g2_decode,mu/}
lu_1508,necessarily,necess>ily,ueb_g2_decode,necess>ily
lu_1509,rafter,raft},ueb_g2_decode,raft}
lu_1510,shoulder,%|ld},ueb_g2_decode,%|ld}
lu_1511,abouts,ab|ts,ueb_g2_decode,ab|ts
lu_1512,acrosses,acrosses,ueb_g2_decode,acrosses
lu_1513,againe,aga9e,ueb_g2_decode,aga9e
lu_1514,almosts,almo/s,ueb_g2_decode,almo/s
lu_1515,hims,hims,ueb_g2_decode,hims
lu_1516,aftereffect,aft}e6ect,ueb_g2_decode,aft}e6ect
lu_1517,afterimage,aft}image,ueb_g2_decode,aft}image
lu_1518,blinded,bl9d$,ueb_g2_decode,bl9d$
lu_1519,blinding,bl9d+,ueb_g2_decode,bl9d+
lu_1520,befriended,2fri5d$,ueb_g2_decode,2fri5d$
lu_1521,hereinbefore,"""h9be=e",ueb_g2_decode,"""h9be=e"
lu_1522,inbetween,9betwe5,ueb_g2_decode,9betwe5
lu_1523,misconceived,misconceiv$,ueb_g2_decode,misconceiv$
